סמל יישוב,שם יישוב,סמל אזור סטטיסטי,אוכלוסייה,ערך מדד,דירוג  (מ-1 עד 1624)  ,  אשכול (מ-1 עד 10)  ,NAME OF LOCALITY
7400,נתניה,355,"1,317",0.266,801,6,NETANYA
7400,נתניה,411,"1,773",0.827,1122,7,NETANYA
7400,נתניה,412,"1,396",0.865,1149,7,NETANYA
7400,נתניה,413,"3,676",0.860,1142,7,NETANYA
7400,נתניה,414,"2,357",1.055,1242,8,NETANYA
7400,נתניה,421,"3,849",-0.271,471,4,NETANYA
7400,נתניה,422,"4,962",-0.599,331,3,NETANYA
7400,נתניה,431,"5,220",-0.662,308,3,NETANYA
7400,נתניה,432,"1,723",-0.170,520,5,NETANYA
7400,נתניה,511,"3,590",-0.022,605,5,NETANYA
7400,נתניה,512,"1,740",-0.481,379,3,NETANYA
7400,נתניה,513,"3,146",0.275,805,6,NETANYA
7400,נתניה,521,"3,931",-0.287,461,4,NETANYA
7400,נתניה,522,"3,328",-0.511,365,3,NETANYA
7400,נתניה,523,"4,177",0.877,1159,7,NETANYA
7400,נתניה,531,"4,641",1.496,1440,8,NETANYA
7400,נתניה,532,"4,046",1.460,1425,8,NETANYA
7400,נתניה,533,"4,246",1.320,1366,8,NETANYA
7400,נתניה,534,"2,361",1.687,1502,9,NETANYA
7600,עכו,11,"2,157",-0.056,575,5,AKKO
7600,עכו,12,"3,890",-0.152,530,5,AKKO
7600,עכו,13,"5,749",-0.153,529,5,AKKO
7600,עכו,14,"3,332",-0.075,565,5,AKKO
7600,עכו,15,"1,938",0.251,793,6,AKKO
7600,עכו,21,"2,997",-0.596,332,3,AKKO
7600,עכו,22,"2,023",0.825,1120,7,AKKO
7600,עכו,23,"3,425",-0.163,525,5,AKKO
7600,עכו,24,"2,860",-1.260,168,2,AKKO
7600,עכו,25,"1,562",-0.736,281,3,AKKO
7600,עכו,26,"2,619",-1.367,145,2,AKKO
7600,עכו,31,"2,952",0.033,641,5,AKKO
7600,עכו,32,"6,249",-0.367,424,4,AKKO
7600,עכו,33,"3,489",-1.474,118,2,AKKO
7600,עכו,34,899,-0.676,302,3,AKKO
7600,עכו,35,"1,286",-0.337,437,4,AKKO
7700,עפולה,11,"3,216",-0.274,468,4,AFULA
7700,עפולה,12,"2,037",0.107,692,5,AFULA
7700,עפולה,13,"3,393",-0.876,251,2,AFULA
7700,עפולה,15,"4,057",-0.973,215,2,AFULA
7700,עפולה,16,"3,899",-0.574,339,3,AFULA
7700,עפולה,18,"1,681",0.715,1068,7,AFULA
7700,עפולה,21,"7,333",0.451,923,6,AFULA
7700,עפולה,23,"5,759",0.031,640,5,AFULA
7700,עפולה,24,"3,903",-0.269,472,4,AFULA
7700,עפולה,25,"4,737",0.125,706,5,AFULA
7700,עפולה,26,"4,668",0.584,998,7,AFULA
2560,ערד,1,"4,812",-0.719,287,3,ARAD
2560,ערד,2,"3,993",-0.953,224,2,ARAD
2560,ערד,3,"5,424",-0.729,284,3,ARAD
2560,ערד,5,"5,000",-0.092,558,5,ARAD
2560,ערד,6,"5,075",0.341,850,6,ARAD
7800,פרדס חנה-כרכור,1,"3,807",1.432,1411,8,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,2,"4,020",1.090,1260,8,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,3,"4,827",1.158,1291,8,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,4,"1,526",1.133,1275,8,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,5,"3,352",0.577,995,7,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,6,"2,939",0.598,1009,7,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,7,"3,123",0.531,969,7,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,8,"5,010",0.231,778,6,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,9,"5,513",0.089,680,5,PARDES HANNA-KARKUR
7800,פרדס חנה-כרכור,10,"3,306",0.524,965,7,PARDES HANNA-KARKUR
7900,פתח תקווה,111,"1,515",1.362,1383,8,PETAH TIQWA
7900,פתח תקווה,112,"4,301",0.346,852,6,PETAH TIQWA
7900,פתח תקווה,113,"6,149",1.106,1266,8,PETAH TIQWA
7900,פתח תקווה,114,"3,539",0.067,663,5,PETAH TIQWA
7900,פתח תקווה,115,"11,449",1.239,1329,8,PETAH TIQWA
7900,פתח תקווה,121,"7,407",1.510,1447,8,PETAH TIQWA
7900,פתח תקווה,122,"5,021",1.329,1370,8,PETAH TIQWA
7900,פתח תקווה,123,"3,705",1.451,1419,8,PETAH TIQWA
7900,פתח תקווה,127,"2,152",0.567,984,7,PETAH TIQWA
7900,פתח תקווה,128,214,1.390,1393,8,PETAH TIQWA
7900,פתח תקווה,129,"9,197",1.641,1487,9,PETAH TIQWA
7900,פתח תקווה,131,"4,680",1.898,1553,9,PETAH TIQWA
7900,פתח תקווה,132,542,0.291,813,6,PETAH TIQWA
7900,פתח תקווה,133,"2,226",0.782,1100,7,PETAH TIQWA
7900,פתח תקווה,134,"1,728",0.003,625,5,PETAH TIQWA
7900,פתח תקווה,141,"1,527",0.249,789,6,PETAH TIQWA
7900,פתח תקווה,142,"1,334",0.194,753,6,PETAH TIQWA
7900,פתח תקווה,143,"2,840",0.623,1021,7,PETAH TIQWA
7900,פתח תקווה,144,"2,232",0.170,739,6,PETAH TIQWA
7900,פתח תקווה,145,"3,383",0.148,725,5,PETAH TIQWA
7900,פתח תקווה,146,"1,412",0.001,622,5,PETAH TIQWA
7900,פתח תקווה,211,"6,783",1.659,1496,9,PETAH TIQWA
7900,פתח תקווה,212,"5,905",1.466,1428,8,PETAH TIQWA
7900,פתח תקווה,213,"1,319",1.867,1547,9,PETAH TIQWA
7900,פתח תקווה,214,"5,532",1.659,1497,9,PETAH TIQWA
7900,פתח תקווה,221,"3,147",1.255,1334,8,PETAH TIQWA
7900,פתח תקווה,222,"2,535",0.938,1180,7,PETAH TIQWA
7900,פתח תקווה,223,"3,441",1.197,1310,8,PETAH TIQWA
7900,פתח תקווה,224,"3,253",0.843,1133,7,PETAH TIQWA
7900,פתח תקווה,231,"6,233",0.597,1008,7,PETAH TIQWA
7900,פתח תקווה,232,"3,052",0.444,920,6,PETAH TIQWA
7900,פתח תקווה,233,"3,107",0.736,1076,7,PETAH TIQWA
7900,פתח תקווה,234,"3,198",0.122,702,5,PETAH TIQWA
7900,פתח תקווה,235,"2,595",0.307,826,6,PETAH TIQWA
7900,פתח תקווה,236,"3,930",-0.224,496,4,PETAH TIQWA
7900,פתח תקווה,311,"4,977",-0.157,527,5,PETAH TIQWA
7900,פתח תקווה,312,"4,639",-0.007,613,5,PETAH TIQWA
7900,פתח תקווה,313,"3,756",-0.003,617,5,PETAH TIQWA
7900,פתח תקווה,321,"4,459",0.520,962,7,PETAH TIQWA
7900,פתח תקווה,322,"2,506",0.218,767,6,PETAH TIQWA
7900,פתח תקווה,323,"2,998",0.438,911,6,PETAH TIQWA
7900,פתח תקווה,324,"3,097",0.725,1072,7,PETAH TIQWA
7900,פתח תקווה,411,"1,551",0.959,1191,7,PETAH TIQWA
7900,פתח תקווה,412,"2,556",0.049,649,5,PETAH TIQWA
7900,פתח תקווה,413,"2,082",0.407,895,6,PETAH TIQWA
7900,פתח תקווה,414,"3,802",0.150,726,5,PETAH TIQWA
7900,פתח תקווה,415,"2,436",-0.039,586,5,PETAH TIQWA
7900,פתח תקווה,421,"3,147",0.129,710,5,PETAH TIQWA
7900,פתח תקווה,422,"2,734",1.014,1221,8,PETAH TIQWA
7900,פתח תקווה,423,"5,265",0.498,950,6,PETAH TIQWA
7900,פתח תקווה,424,"4,359",0.646,1034,7,PETAH TIQWA
7900,פתח תקווה,431,"2,462",0.318,831,6,PETAH TIQWA
7900,פתח תקווה,432,"2,844",0.117,698,5,PETAH TIQWA
7900,פתח תקווה,433,"3,971",0.609,1015,7,PETAH TIQWA
7900,פתח תקווה,434,"1,607",0.043,645,5,PETAH TIQWA
7900,פתח תקווה,511,"1,707",0.181,748,6,PETAH TIQWA
7900,פתח תקווה,512,"3,166",-0.145,535,5,PETAH TIQWA
7900,פתח תקווה,513,"3,496",-0.468,384,3,PETAH TIQWA
7900,פתח תקווה,514,792,0.574,990,7,PETAH TIQWA
7900,פתח תקווה,515,"1,762",-0.263,478,4,PETAH TIQWA
7900,פתח תקווה,516,"1,145",1.299,1354,8,PETAH TIQWA
7900,פתח תקווה,521,"4,847",0.516,960,7,PETAH TIQWA
7900,פתח תקווה,522,"5,619",0.242,782,6,PETAH TIQWA
7900,פתח תקווה,523,"6,581",-0.719,286,3,PETAH TIQWA
7900,פתח תקווה,524,"4,891",-0.353,433,4,PETAH TIQWA
8000,צפת,1,"3,617",-0.165,523,5,ZEFAT
8000,צפת,2,"5,203",-1.382,141,2,ZEFAT
8000,צפת,3,655,-1.251,169,2,ZEFAT
8000,צפת,4,"3,694",-1.238,170,2,ZEFAT
8000,צפת,5,"3,804",-1.499,110,2,ZEFAT
8000,צפת,6,"5,239",-2.331,11,1,ZEFAT
8000,צפת,7,"4,701",-1.441,125,2,ZEFAT
8000,צפת,8,"4,476",-0.121,548,5,ZEFAT
8000,צפת,10,"1,478",0.306,825,6,ZEFAT
8000,צפת,11,463,-0.221,497,4,ZEFAT
195,קדימה-צורן,1,"5,894",1.314,1361,8,QADIMA-ZORAN
195,קדימה-צורן,2,"2,313",1.701,1505,9,QADIMA-ZORAN
195,קדימה-צורן,3,"3,464",1.539,1453,8,QADIMA-ZORAN
195,קדימה-צורן,4,"5,924",1.051,1239,8,QADIMA-ZORAN
195,קדימה-צורן,5,"2,814",0.489,944,6,QADIMA-ZORAN
2620,קריית אונו,1,"5,583",1.628,1484,9,QIRYAT ONO
2620,קריית אונו,2,"4,256",1.856,1546,9,QIRYAT ONO
2620,קריית אונו,3,"7,921",1.609,1478,8,QIRYAT ONO
2620,קריית אונו,4,"4,065",1.008,1216,8,QIRYAT ONO
2620,קריית אונו,5,"3,830",1.078,1254,8,QIRYAT ONO
2620,קריית אונו,6,"4,652",1.191,1306,8,QIRYAT ONO
2620,קריית אונו,7,"1,277",0.460,932,6,QIRYAT ONO
2620,קריית אונו,8,"6,130",2.220,1601,9,QIRYAT ONO
6800,קריית אתא,11,"6,488",1.414,1406,8,QIRYAT ATTA
6800,קריית אתא,12,"3,863",-0.655,314,3,QIRYAT ATTA
6800,קריית אתא,13,"4,268",-0.311,446,4,QIRYAT ATTA
6800,קריית אתא,14,"4,267",-0.509,366,3,QIRYAT ATTA
6800,קריית אתא,21,"6,170",0.248,788,6,QIRYAT ATTA
6800,קריית אתא,22,"4,938",0.321,834,6,QIRYAT ATTA
6800,קריית אתא,23,"4,751",-0.084,562,5,QIRYAT ATTA
6800,קריית אתא,24,"5,613",0.132,712,5,QIRYAT ATTA
6800,קריית אתא,25,"7,446",0.571,989,7,QIRYAT ATTA
6800,קריית אתא,31,"4,126",0.285,811,6,QIRYAT ATTA
6800,קריית אתא,32,"3,311",-0.070,568,5,QIRYAT ATTA
9500,קריית ביאליק,2,"5,343",-0.660,309,3,QIRYAT BIALIK
9500,קריית ביאליק,3,"3,666",0.461,933,6,QIRYAT BIALIK
9500,קריית ביאליק,4,"2,391",1.464,1427,8,QIRYAT BIALIK
9500,קריית ביאליק,5,"4,541",0.312,828,6,QIRYAT BIALIK
9500,קריית ביאליק,6,"2,069",0.605,1012,7,QIRYAT BIALIK
9500,קריית ביאליק,7,"3,365",0.642,1029,7,QIRYAT BIALIK
9500,קריית ביאליק,8,"3,461",1.527,1450,8,QIRYAT BIALIK
9500,קריית ביאליק,9,"4,597",0.847,1136,7,QIRYAT BIALIK
9500,קריית ביאליק,10,"3,847",0.697,1058,7,QIRYAT BIALIK
9500,קריית ביאליק,11,"5,734",0.264,799,6,QIRYAT BIALIK
2630,קריית גת,12,"3,549",-0.186,509,5,QIRYAT GAT
2630,קריית גת,13,606,-0.984,212,2,QIRYAT GAT
2630,קריית גת,14,"3,821",-0.182,512,5,QIRYAT GAT
2630,קריית גת,15,"3,713",-0.817,264,3,QIRYAT GAT
2630,קריית גת,21,"2,216",-0.309,448,4,QIRYAT GAT
2630,קריית גת,22,"3,258",-1.116,189,2,QIRYAT GAT
2630,קריית גת,23,"2,302",-0.263,477,4,QIRYAT GAT
2630,קריית גת,24,"5,300",-0.095,557,5,QIRYAT GAT
2630,קריית גת,25,"3,061",-0.546,351,3,QIRYAT GAT
2630,קריית גת,26,"1,748",0.176,742,6,QIRYAT GAT
2630,קריית גת,31,"1,092",0.689,1055,7,QIRYAT GAT
2630,קריית גת,32,"5,029",-0.558,345,3,QIRYAT GAT
2630,קריית גת,33,"3,115",-1.423,128,2,QIRYAT GAT
2630,קריית גת,34,"3,971",-0.176,518,5,QIRYAT GAT
2630,קריית גת,35,"2,312",-0.005,616,5,QIRYAT GAT
2630,קריית גת,36,"3,600",-0.072,567,5,QIRYAT GAT
2630,קריית גת,37,"2,555",0.217,765,6,QIRYAT GAT
2300,קריית טבעון,1,"5,998",1.028,1230,8,QIRYAT TIV'ON
2300,קריית טבעון,2,"3,647",1.550,1458,8,QIRYAT TIV'ON
2300,קריית טבעון,3,"4,814",1.342,1376,8,QIRYAT TIV'ON
2300,קריית טבעון,4,"3,148",1.274,1341,8,QIRYAT TIV'ON
9600,קריית ים,11,"4,568",1.127,1273,8,QIRYAT YAM
9600,קריית ים,12,"3,949",0.345,851,6,QIRYAT YAM
9600,קריית ים,13,"3,231",-0.709,291,3,QIRYAT YAM
9600,קריית ים,14,"4,006",0.537,972,7,QIRYAT YAM
9600,קריית ים,21,"1,354",-0.521,360,3,QIRYAT YAM
9600,קריית ים,22,"2,069",-0.879,249,2,QIRYAT YAM
9600,קריית ים,23,"1,810",-0.288,460,4,QIRYAT YAM
9600,קריית ים,24,"1,730",-0.850,258,3,QIRYAT YAM
9600,קריית ים,25,"2,130",-1.375,144,2,QIRYAT YAM
9600,קריית ים,31,"3,359",-0.466,386,3,QIRYAT YAM
9600,קריית ים,32,"3,330",-0.365,425,4,QIRYAT YAM
9600,קריית ים,33,"2,849",0.019,633,5,QIRYAT YAM
9600,קריית ים,34,"4,750",0.418,902,6,QIRYAT YAM
8200,קריית מוצקין,11,"6,085",1.248,1330,8,QIRYAT MOTZKIN
8200,קריית מוצקין,12,"4,377",0.594,1005,7,QIRYAT MOTZKIN
8200,קריית מוצקין,13,"3,377",0.304,823,6,QIRYAT MOTZKIN
8200,קריית מוצקין,14,"3,361",0.662,1040,7,QIRYAT MOTZKIN
8200,קריית מוצקין,21,"4,373",0.494,947,6,QIRYAT MOTZKIN
8200,קריית מוצקין,22,"5,201",-0.138,539,5,QIRYAT MOTZKIN
8200,קריית מוצקין,23,"2,086",0.071,667,5,QIRYAT MOTZKIN
8200,קריית מוצקין,31,"1,948",0.932,1179,7,QIRYAT MOTZKIN
8200,קריית מוצקין,32,"2,081",0.581,996,7,QIRYAT MOTZKIN
8200,קריית מוצקין,33,"3,204",0.429,908,6,QIRYAT MOTZKIN
8200,קריית מוצקין,34,"4,069",0.814,1113,7,QIRYAT MOTZKIN
1034,קריית מלאכי,2,"4,371",-0.104,553,5,QIRYAT MAL'AKHI
1034,קריית מלאכי,3,"2,735",-0.962,219,2,QIRYAT MAL'AKHI
1034,קריית מלאכי,4,"2,280",-0.340,435,4,QIRYAT MAL'AKHI
1034,קריית מלאכי,5,"4,014",-0.123,546,5,QIRYAT MAL'AKHI
1034,קריית מלאכי,6,"4,963",-0.945,227,2,QIRYAT MAL'AKHI
1034,קריית מלאכי,7,"2,402",-0.962,220,2,QIRYAT MAL'AKHI
1034,קריית מלאכי,8,584,-0.868,254,2,QIRYAT MAL'AKHI
469,קריית עקרון,2,"4,619",0.454,926,6,QIRYAT EQRON
469,קריית עקרון,3,"3,308",0.074,671,5,QIRYAT EQRON
469,קריית עקרון,4,"2,791",-0.177,515,5,QIRYAT EQRON
2800,קריית שמונה,2,"4,389",0.320,832,6,QIRYAT SHEMONA
2800,קריית שמונה,3,"3,277",-0.143,536,5,QIRYAT SHEMONA
2800,קריית שמונה,4,"4,351",-0.132,542,5,QIRYAT SHEMONA
2800,קריית שמונה,5,"2,314",-0.100,554,5,QIRYAT SHEMONA
2800,קריית שמונה,6,"2,805",0.171,741,6,QIRYAT SHEMONA
2800,קריית שמונה,7,421,0.208,760,6,QIRYAT SHEMONA
2800,קריית שמונה,8,"3,652",-0.078,564,5,QIRYAT SHEMONA
2800,קריית שמונה,10,"1,846",-0.026,603,5,QIRYAT SHEMONA
2640,ראש העין,2,"5,955",0.046,647,5,ROSH HAAYIN
2640,ראש העין,3,"4,316",-0.045,584,5,ROSH HAAYIN
2640,ראש העין,4,"5,063",-0.088,560,5,ROSH HAAYIN
2640,ראש העין,5,"3,762",0.160,732,6,ROSH HAAYIN
2640,ראש העין,6,"3,501",-0.032,591,5,ROSH HAAYIN
2640,ראש העין,7,"4,395",0.497,949,6,ROSH HAAYIN
2640,ראש העין,8,"3,213",1.799,1536,9,ROSH HAAYIN
2640,ראש העין,9,"3,032",1.277,1344,8,ROSH HAAYIN
2640,ראש העין,11,"3,548",1.215,1317,8,ROSH HAAYIN
2640,ראש העין,12,"2,104",2.086,1589,9,ROSH HAAYIN
2640,ראש העין,13,"3,680",1.578,1470,8,ROSH HAAYIN
8300,ראשון לציון,113,"3,269",1.192,1307,8,RISHON LEZIYYON
8300,ראשון לציון,114,"4,703",0.619,1018,7,RISHON LEZIYYON
8300,ראשון לציון,115,"4,601",0.401,891,6,RISHON LEZIYYON
8300,ראשון לציון,116,"4,242",0.229,775,6,RISHON LEZIYYON
8300,ראשון לציון,117,"4,357",0.214,763,6,RISHON LEZIYYON
8300,ראשון לציון,121,"4,103",0.446,921,6,RISHON LEZIYYON
8300,ראשון לציון,122,"3,263",0.388,878,6,RISHON LEZIYYON
8300,ראשון לציון,123,"2,961",0.395,886,6,RISHON LEZIYYON
8300,ראשון לציון,124,"2,517",0.709,1064,7,RISHON LEZIYYON
8300,ראשון לציון,125,"5,777",0.702,1062,7,RISHON LEZIYYON
8300,ראשון לציון,126,"7,688",0.834,1127,7,RISHON LEZIYYON
8300,ראשון לציון,211,"4,398",0.554,979,7,RISHON LEZIYYON
8300,ראשון לציון,212,"6,300",0.351,858,6,RISHON LEZIYYON
8300,ראשון לציון,213,"4,633",0.307,827,6,RISHON LEZIYYON
8300,ראשון לציון,214,"5,240",1.364,1384,8,RISHON LEZIYYON
8300,ראשון לציון,215,"4,896",1.469,1432,8,RISHON LEZIYYON
8300,ראשון לציון,221,"5,210",0.753,1084,7,RISHON LEZIYYON
8300,ראשון לציון,222,"2,882",0.773,1092,7,RISHON LEZIYYON
8300,ראשון לציון,223,"3,966",1.251,1332,8,RISHON LEZIYYON
8300,ראשון לציון,224,"2,539",0.798,1105,7,RISHON LEZIYYON
8300,ראשון לציון,225,"3,319",0.781,1098,7,RISHON LEZIYYON
8300,ראשון לציון,311,"7,034",1.032,1232,8,RISHON LEZIYYON
8300,ראשון לציון,312,"3,587",0.776,1095,7,RISHON LEZIYYON
8300,ראשון לציון,313,"5,058",0.874,1156,7,RISHON LEZIYYON
8300,ראשון לציון,314,"4,195",0.514,957,7,RISHON LEZIYYON
8300,ראשון לציון,315,"3,402",0.402,892,6,RISHON LEZIYYON
8300,ראשון לציון,411,"1,364",1.768,1529,9,RISHON LEZIYYON
8300,ראשון לציון,412,"5,373",1.396,1399,8,RISHON LEZIYYON
8300,ראשון לציון,413,"4,472",0.721,1070,7,RISHON LEZIYYON
8300,ראשון לציון,421,"4,155",0.818,1116,7,RISHON LEZIYYON
8300,ראשון לציון,422,"3,586",0.786,1102,7,RISHON LEZIYYON
8300,ראשון לציון,423,"3,814",1.105,1264,8,RISHON LEZIYYON
8300,ראשון לציון,424,"3,607",1.329,1369,8,RISHON LEZIYYON
8300,ראשון לציון,425,"2,996",0.701,1061,7,RISHON LEZIYYON
8300,ראשון לציון,426,"4,490",0.829,1123,7,RISHON LEZIYYON
8300,ראשון לציון,511,"5,309",-0.875,252,2,RISHON LEZIYYON
8300,ראשון לציון,512,"3,660",-0.306,452,4,RISHON LEZIYYON
8300,ראשון לציון,513,"3,043",-0.493,374,3,RISHON LEZIYYON
8300,ראשון לציון,514,"3,993",1.394,1398,8,RISHON LEZIYYON
8300,ראשון לציון,515,"2,555",1.214,1315,8,RISHON LEZIYYON
8300,ראשון לציון,516,"5,310",1.318,1364,8,RISHON LEZIYYON
8300,ראשון לציון,521,"4,438",1.084,1258,8,RISHON LEZIYYON
8300,ראשון לציון,522,"4,985",0.875,1157,7,RISHON LEZIYYON
8300,ראשון לציון,523,"3,691",1.148,1286,8,RISHON LEZIYYON
8300,ראשון לציון,524,"3,308",0.956,1187,7,RISHON LEZIYYON
8300,ראשון לציון,531,"5,162",1.371,1388,8,RISHON LEZIYYON
8300,ראשון לציון,532,"2,202",1.114,1270,8,RISHON LEZIYYON
8300,ראשון לציון,533,"4,751",1.004,1214,8,RISHON LEZIYYON
8300,ראשון לציון,534,"6,316",0.986,1206,8,RISHON LEZIYYON
8300,ראשון לציון,611,"2,919",1.402,1404,8,RISHON LEZIYYON
8300,ראשון לציון,612,"3,079",1.546,1455,8,RISHON LEZIYYON
8300,ראשון לציון,614,"5,262",1.524,1449,8,RISHON LEZIYYON
8300,ראשון לציון,615,"5,401",1.070,1252,8,RISHON LEZIYYON
8300,ראשון לציון,616,"3,946",1.080,1257,8,RISHON LEZIYYON
8300,ראשון לציון,617,"5,758",1.164,1294,8,RISHON LEZIYYON
8300,ראשון לציון,623,"2,430",0.916,1170,7,RISHON LEZIYYON
8300,ראשון לציון,624,"6,461",0.864,1146,7,RISHON LEZIYYON
8300,ראשון לציון,625,"1,186",1.228,1325,8,RISHON LEZIYYON
1161,רהט,1,"5,363",-1.837,55,1,RAHAT
1161,רהט,2,"5,489",-2.307,12,1,RAHAT
1161,רהט,3,"8,219",-1.977,40,1,RAHAT
1161,רהט,4,"7,893",-1.818,61,1,RAHAT
1161,רהט,5,"3,650",-1.229,171,2,RAHAT
1161,רהט,6,"4,063",-1.983,39,1,RAHAT
